Kısım,Sınıf,Sınıf açıklama,Yıl,Girişim sayısı,CR4,CR8,HHI 
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2010,834,22.4444853,30.33163288,0.027577506
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2011,686,22.90351383,30.90953883,0.028115317
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2012,696,23.71149858,30.99118672,0.028071733
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2013,722,28.61091794,35.98403177,0.04853
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2014,832,25.52736114,34.78020615,0.031235352
"C - İmalat
      Manufacturing",2892,Maden. taş ocağı ve inşaat makineleri imalatı,2015,1010,25.17739856,33.04254528,0.033783532
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2009,723,21.56326927,31.50876999,0.02242941
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2010,827,22.47451751,30.37289269,0.025940288
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2011,988,22.41590139,32.57678403,0.021741209
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2012,1008,17.03111367,24.43825756,0.0143415
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2013,1026,10.83474299,19.15459604,0.00909168
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2014,977,20.32042097,28.85224268,0.018224439
"C - İmalat
      Manufacturing",2893,Gıda. içecek ve tütün işleme makineleri imalatı,2015,1078,19.80092325,28.30283242,0.018528398
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2009,1950,12.84614255,18.90193941,0.007172409
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2010,2064,15.27110882,21.64501433,0.009337703
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2011,1587,19.47697915,27.30662773,0.013853046
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2012,1157,9.108191288,14.05685844,0.005699303
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2013,1201,15.87758538,22.84384783,0.010270459
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2014,1111,18.67301839,27.91924613,0.015198867
"C - İmalat
      Manufacturing",2894,Tekstil. giyim eşyası ve deri üretiminde kullanılan makinelerin imalatı,2015,1081,20.06175048,28.47126567,0.015259161
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2009,20,68.30687227,86.19764016,0.141884224
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2010,19,71.97349366,88.33787091,0.15401703
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2011,18,74.12514067,91.11712378,0.165991042
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2012,19,74.34315337,86.74800575,0.237023641
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2013,21,73.28326649,86.46812031,0.208165841
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2014,21,65.18899428,83.53618231,0.212408085
"C - İmalat
      Manufacturing",2895,Kağıt ve mukavva üretiminde kullanılan makinelerin imalatı,2015,25,72.10929849,82.72734493,0.304875522
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2009,49,45.0822349,63.20786043,0.072165902
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2010,63,39.01745577,52.69549936,0.059481508
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2011,75,37.42119894,52.47139886,0.051055759
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2012,89,34.37833016,47.99170933,0.045603542
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2013,102,36.05955307,48.87927676,0.044271516
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2014,118,30.79712644,42.28707866,0.038075607
"C - İmalat
      Manufacturing",2896,Plastik ve kauçuk makinelerinin imalatı,2015,144,27.83597866,42.75977021,0.035022502
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2009,466,21.68961218,32.7430927,0.018885399
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2010,567,18.73042723,26.34896284,0.013488879
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2011,591,17.70397285,24.89332803,0.01739647
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2012,545,16.85267683,24.45383916,0.015326794
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2013,635,16.6142428,23.01082323,0.013909643
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2014,592,20.19372668,26.61807485,0.020981066
"C - İmalat
      Manufacturing",2899,Başka yerde sınıflandırılmamış diğer özel amaçlı makinelerin imalatı,2015,616,13.96243253,22.68591308,0.012347513
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2009,29,72.07956631,91.15839541,0.154268543
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2010,32,76.11105805,93.42611866,0.164560651
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2011,30,73.78746259,90.73966529,0.160946121
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2012,30,76.73871822,93.20799685,0.167384689
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2013,33,71.46157543,91.87155171,0.155087555
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2014,36,70.92762566,94.2505059,0.148874211
"C - İmalat
      Manufacturing",2910,Motorlu kara taşıtlarının imalatı,2015,40,73.45957539,92.78455873,0.158505277
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2009,1487,26.37438911,34.13977032,0.033884289
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2010,1571,27.98546157,34.81468469,0.040409397
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2011,1492,31.24764824,38.94524007,0.055019556
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2012,1673,32.12692617,38.64689273,0.046574453
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2013,1517,46.49965496,53.8906605,0.123400647
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2014,1503,31.99902878,40.97092112,0.04169287
"C - İmalat
      Manufacturing",2920,"Motorlu kara taşıtları karoseri (kaporta) imalatı, treyler (römork) ve yarı treyler (yarı römork) imalatı",2015,1695,34.25762261,41.12723064,0.04971137
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2009,263,71.32553491,81.89410431,0.169417584
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2010,171,69.27990988,84.19730806,0.159898299
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2011,123,66.17044971,82.24069285,0.148557667
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2012,157,66.97591358,80.77690975,0.165388015
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2013,147,65.9864581,81.59315881,0.191006599
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2014,176,62.14125483,78.14040174,0.143389175
"C - İmalat
      Manufacturing",2931,Motorlu kara taşıtları için elektrik ve elektronik donanımların imalatı,2015,204,54.23609566,74.84244725,0.104552863
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2009,2855,12.09598108,19.92708781,0.00989505
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2010,2312,11.8230288,19.24062379,0.009048897
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2011,2231,11.35591336,18.5993572,0.008784209
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2012,1929,11.2521261,20.24808638,0.009353947
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2013,2277,10.24154664,18.79079439,0.008496919
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2014,2158,9.893480984,18.2292027,0.008697092
"C - İmalat
      Manufacturing",2932,Motorlu kara taşıtları için diğer parça ve aksesuarların imalatı,2015,2503,10.04915854,18.92102833,0.009032632
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2009,400,25.90831708,38.0838795,0.027666343
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2010,271,34.86099149,49.06822874,0.043058266
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2011,282,29.92406952,46.99363792,0.037667001
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2012,240,38.82950682,60.51922701,0.058566599
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2013,208,47.92144744,70.71954863,0.079027124
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2014,231,41.5917348,67.80593046,0.069219377
"C - İmalat
      Manufacturing",3011,Gemilerin ve yüzen yapıların inşası,2015,239,44.91271708,64.86174217,0.072244764
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2009,550,33.95965432,48.67533799,0.044193915
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2010,426,30.92589659,49.7135914,0.04275868
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2011,440,52.40539853,63.9177802,0.125178424
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2012,444,45.25831725,62.15359097,0.06593407
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2013,379,33.12696532,53.3589757,0.044103159
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2014,415,47.96517997,61.46185063,0.07861767
"C - İmalat
      Manufacturing",3012,Eğlence ve spor amaçlı teknelerin yapımı,2015,413,38.22255519,55.86392309,0.060606757
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2009,8,97.80663057,100,0.313465399
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2010,9,97.22920836,99.60558425,0.311696833
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2011,12,84.87707842,97.85272583,0.215538157
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2012,15,82.37188207,95.85414518,0.200765274
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2013,18,88.40557498,96.44094075,0.269702085
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2014,19,86.91402793,95.46350442,0.239305377
"C - İmalat
      Manufacturing",3020,Demir yolu lokomotifleri ve vagonlarının imalatı,2015,23,87.93421095,94.34922502,0.301683607
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2009,8,99.73743652,100,0.447362149
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2010,13,98.02708045,99.75099938,0.480821821
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2011,17,97.29402358,99.22637034,0.544889135
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2012,22,91.90590977,97.64409468,0.445008579
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2013,29,89.7995208,96.84176899,0.377135899
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2014,35,89.68396733,96.42414465,0.413522812
"C - İmalat
      Manufacturing",3030,Hava taşıtları ve uzay araçları ile bunlarla ilgili makinelerin imalatı,2015,40,89.57587552,95.9117829,0.369013032
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2009,6,98.66676967,100,0.328895731
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2010,6,98.96679723,100,0.446218761
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2011,5,97.70251176,100,0.666251351
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2012,4,100,100,0.74118638
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2013,6,99.53391489,100,0.603701961
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2014,4,100,100,0.503357738
"C - İmalat
      Manufacturing",3040,Askeri savaş araçlarının imalatı,2015,5,99.90076554,100,0.59827306
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2009,8,94.40626794,100,0.329722171
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2010,9,93.80335052,99.73465827,0.243814113
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2011,13,83.01007394,98.86385407,0.190509941
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2012,20,74.20378808,94.64687313,0.165392014
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2013,25,74.97668731,94.50470595,0.162652267
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2014,26,75.17983114,95.19579054,0.169332855
"C - İmalat
      Manufacturing",3091,Motosiklet imalatı,2015,31,76.21785397,90.35226933,0.179205516
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2009,70,69.82718027,79.17290884,0.171342578
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2010,68,48.9128038,63.51925238,0.091591473
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2011,64,60.09101651,73.89998885,0.118473127
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2012,70,57.58379856,72.20868325,0.104189177
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2013,88,62.01251001,74.11680468,0.125317902
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2014,108,58.86629109,71.48820728,0.116257822
"C - İmalat
      Manufacturing",3092,Bisiklet ve engelli aracı imalatı,2015,136,62.84879364,72.46695575,0.116568719
"C - İmalat
      Manufacturing",3099,Başka yerde sınıflandırılmamış diğer ulaşım ekipmanlarının imalatı,2009,20,84.60464187,96.08265123,0.237600704
